run_idx,input_size,num_nodes_small,training_score,testing_score,type
0,12.0,3.0,"[0.776 0.777 0.778 0.779 0.78  0.781 0.781 0.781 0.782 0.782 0.782 0.783
 0.783 0.784 0.784 0.784 0.785 0.785 0.785 0.785 0.785 0.786 0.786 0.786
 0.787 0.786]","[0.764 0.764 0.765 0.768 0.769 0.769 0.77  0.771 0.771 0.772 0.772 0.773
 0.773 0.772 0.772 0.773 0.773 0.773 0.773 0.774 0.774 0.774 0.775 0.774
 0.775 0.775]",Unique
0,12.0,3.0,"[0.445 0.451 0.456 0.46  0.464 0.467 0.471 0.473 0.475 0.477 0.478 0.479
 0.48  0.481 0.483 0.484 0.484 0.485 0.486 0.486 0.488 0.488 0.489 0.49
 0.49  0.491]","[0.783 0.784 0.785 0.786 0.786 0.787 0.786 0.785 0.786 0.786 0.786 0.787
 0.787 0.787 0.787 0.788 0.788 0.788 0.787 0.788 0.787 0.787 0.787 0.787
 0.787 0.788]",Local
0,12.0,3.0,"[0.45  0.459 0.469 0.471 0.476 0.477 0.483 0.487 0.489 0.49  0.493 0.491
 0.494 0.495 0.494 0.496 0.497 0.498 0.499 0.498 0.5   0.502 0.503 0.503
 0.502 0.503]","[0.768 0.772 0.771 0.775 0.774 0.774 0.774 0.774 0.774 0.774 0.775 0.776
 0.777 0.778 0.777 0.777 0.777 0.776 0.776 0.777 0.776 0.777 0.777 0.777
 0.777 0.777]",Entangled
1,13.0,3.0,"[0.795 0.795 0.797 0.798 0.799 0.8   0.8   0.801 0.801 0.802 0.802 0.803
 0.803 0.803 0.804 0.804 0.804 0.805 0.805 0.804 0.805 0.805 0.805 0.805
 0.806 0.806 0.806 0.807 0.807]","[0.773 0.774 0.775 0.776 0.776 0.777 0.778 0.778 0.779 0.779 0.779 0.778
 0.779 0.779 0.779 0.779 0.78  0.78  0.78  0.781 0.781 0.781 0.781 0.781
 0.781 0.781 0.782 0.782 0.782]",Unique
1,13.0,3.0,"[0.458 0.466 0.47  0.477 0.48  0.484 0.488 0.49  0.493 0.496 0.498 0.499
 0.5   0.501 0.502 0.503 0.504 0.506 0.507 0.509 0.51  0.511 0.512 0.512
 0.514 0.514 0.516 0.517 0.518]","[0.799 0.801 0.802 0.803 0.803 0.805 0.806 0.807 0.808 0.808 0.808 0.807
 0.808 0.809 0.81  0.809 0.809 0.809 0.809 0.809 0.809 0.809 0.808 0.807
 0.809 0.81  0.809 0.81  0.809]",Local
1,13.0,3.0,"[0.467 0.473 0.478 0.485 0.487 0.494 0.496 0.499 0.5   0.501 0.501 0.504
 0.507 0.509 0.508 0.511 0.512 0.514 0.516 0.514 0.518 0.518 0.519 0.518
 0.52  0.52  0.519 0.52  0.519]","[0.778 0.778 0.78  0.782 0.783 0.784 0.784 0.784 0.785 0.786 0.785 0.786
 0.786 0.786 0.785 0.786 0.786 0.786 0.786 0.785 0.786 0.784 0.785 0.785
 0.784 0.784 0.785 0.784 0.785]",Entangled
2,14.0,3.0,"[0.789 0.79  0.791 0.792 0.792 0.793 0.793 0.794 0.794 0.794 0.795 0.794
 0.795 0.795 0.796 0.795 0.796 0.797 0.797 0.797 0.798 0.798 0.798 0.798
 0.799 0.799 0.799 0.799 0.799 0.799 0.799 0.799]","[0.767 0.768 0.77  0.771 0.772 0.772 0.773 0.774 0.774 0.774 0.775 0.775
 0.776 0.776 0.776 0.777 0.777 0.778 0.778 0.779 0.778 0.778 0.779 0.779
 0.78  0.78  0.78  0.781 0.78  0.781 0.781 0.781]",Unique
2,14.0,3.0,"[0.451 0.457 0.463 0.468 0.472 0.475 0.48  0.481 0.484 0.486 0.488 0.489
 0.49  0.491 0.491 0.492 0.493 0.493 0.493 0.494 0.495 0.495 0.497 0.497
 0.497 0.498 0.498 0.499 0.499 0.5   0.5   0.5  ]","[0.795 0.796 0.798 0.8   0.8   0.8   0.8   0.801 0.8   0.8   0.801 0.801
 0.802 0.803 0.803 0.802 0.803 0.804 0.803 0.804 0.804 0.804 0.804 0.804
 0.804 0.804 0.804 0.804 0.804 0.804 0.805 0.805]",Local
2,14.0,3.0,"[0.456 0.464 0.464 0.471 0.477 0.48  0.482 0.484 0.487 0.487 0.487 0.49
 0.491 0.491 0.491 0.492 0.493 0.496 0.495 0.494 0.498 0.496 0.497 0.497
 0.497 0.498 0.499 0.5   0.499 0.499 0.498 0.498]","[0.775 0.778 0.78  0.781 0.782 0.782 0.784 0.783 0.784 0.785 0.785 0.786
 0.784 0.786 0.785 0.785 0.785 0.784 0.785 0.785 0.784 0.785 0.784 0.785
 0.784 0.785 0.784 0.784 0.785 0.785 0.785 0.784]",Entangled
3,11.0,3.0,"[0.774 0.774 0.776 0.777 0.777 0.777 0.777 0.778 0.778 0.779 0.779 0.78
 0.78  0.781 0.781 0.781 0.782 0.782 0.783 0.783 0.783 0.783 0.784]","[0.752 0.754 0.755 0.756 0.757 0.758 0.758 0.759 0.759 0.76  0.76  0.761
 0.761 0.761 0.761 0.761 0.761 0.761 0.761 0.762 0.762 0.762 0.762]",Unique
3,11.0,3.0,"[0.437 0.447 0.454 0.459 0.462 0.466 0.469 0.472 0.475 0.477 0.48  0.482
 0.485 0.487 0.488 0.49  0.492 0.493 0.495 0.495 0.497 0.498 0.5  ]","[0.777 0.779 0.781 0.781 0.781 0.781 0.783 0.783 0.783 0.784 0.786 0.786
 0.787 0.787 0.787 0.787 0.786 0.786 0.786 0.786 0.785 0.786 0.785]",Local
3,11.0,3.0,"[0.438 0.449 0.46  0.468 0.469 0.472 0.476 0.478 0.48  0.484 0.488 0.489
 0.491 0.494 0.494 0.496 0.496 0.497 0.497 0.5   0.502 0.501 0.501]","[0.757 0.76  0.762 0.761 0.761 0.762 0.762 0.764 0.764 0.765 0.765 0.764
 0.765 0.764 0.765 0.765 0.766 0.766 0.766 0.766 0.765 0.765 0.765]",Entangled
0,16.0,3.0,"[0.814 0.815 0.815 0.816 0.816 0.817 0.817 0.818 0.819 0.819 0.819 0.819
 0.82  0.82  0.82  0.82  0.82  0.821 0.821 0.821 0.821 0.821 0.822 0.822
 0.822 0.822 0.822 0.822 0.823 0.822 0.823 0.823 0.823 0.823 0.824 0.824
 0.824 0.824]","[0.791 0.792 0.794 0.795 0.796 0.798 0.798 0.799 0.799 0.799 0.8   0.8
 0.801 0.801 0.802 0.803 0.802 0.803 0.803 0.803 0.803 0.804 0.804 0.804
 0.804 0.804 0.805 0.805 0.805 0.805 0.805 0.805 0.806 0.806 0.806 0.806
 0.807 0.807]",Unique
0,16.0,3.0,"[0.45  0.458 0.463 0.471 0.475 0.479 0.484 0.487 0.489 0.492 0.494 0.496
 0.498 0.5   0.501 0.502 0.502 0.504 0.504 0.505 0.506 0.508 0.508 0.509
 0.509 0.509 0.509 0.509 0.509 0.509 0.51  0.51  0.511 0.511 0.512 0.512
 0.513 0.513]","[0.822 0.822 0.824 0.823 0.825 0.825 0.824 0.826 0.826 0.824 0.824 0.825
 0.826 0.826 0.826 0.827 0.826 0.826 0.827 0.828 0.828 0.828 0.828 0.829
 0.828 0.83  0.83  0.83  0.83  0.831 0.831 0.831 0.83  0.83  0.831 0.83
 0.83  0.829]",Local
0,16.0,3.0,"[0.455 0.466 0.475 0.479 0.484 0.488 0.493 0.496 0.497 0.502 0.504 0.506
 0.507 0.507 0.508 0.51  0.509 0.511 0.511 0.513 0.513 0.515 0.515 0.515
 0.515 0.516 0.516 0.516 0.518 0.517 0.517 0.516 0.516 0.516 0.517 0.518
 0.519 0.518]","[0.799 0.8   0.801 0.801 0.802 0.803 0.802 0.805 0.804 0.805 0.805 0.806
 0.805 0.806 0.806 0.807 0.807 0.806 0.806 0.806 0.807 0.807 0.806 0.806
 0.806 0.806 0.806 0.808 0.808 0.808 0.807 0.808 0.807 0.808 0.808 0.809
 0.808 0.809]",Entangled
1,17.0,3.0,"[0.821 0.821 0.822 0.823 0.823 0.825 0.825 0.825 0.825 0.825 0.826 0.826
 0.826 0.826 0.827 0.827 0.827 0.828 0.828 0.828 0.828 0.828 0.828 0.829
 0.829 0.829 0.829 0.829 0.829 0.829 0.83  0.83  0.83  0.83  0.83  0.831
 0.831 0.831 0.831 0.831 0.831]","[0.798 0.799 0.8   0.801 0.802 0.802 0.802 0.803 0.803 0.804 0.803 0.804
 0.804 0.804 0.805 0.805 0.805 0.805 0.805 0.806 0.806 0.807 0.807 0.806
 0.806 0.807 0.807 0.807 0.807 0.808 0.808 0.808 0.808 0.808 0.808 0.809
 0.809 0.809 0.809 0.809 0.809]",Unique
1,17.0,3.0,"[0.453 0.462 0.468 0.475 0.48  0.482 0.488 0.489 0.494 0.496 0.5   0.501
 0.503 0.504 0.506 0.507 0.508 0.51  0.512 0.512 0.514 0.514 0.515 0.515
 0.516 0.517 0.517 0.518 0.519 0.52  0.52  0.521 0.521 0.522 0.523 0.524
 0.524 0.524 0.526 0.526 0.527]","[0.829 0.828 0.828 0.83  0.829 0.83  0.83  0.832 0.833 0.832 0.832 0.833
 0.833 0.833 0.834 0.835 0.835 0.835 0.836 0.836 0.836 0.836 0.835 0.836
 0.836 0.836 0.836 0.837 0.837 0.836 0.836 0.835 0.836 0.836 0.835 0.835
 0.835 0.835 0.835 0.835 0.835]",Local
1,17.0,3.0,"[0.453 0.461 0.469 0.474 0.479 0.483 0.488 0.492 0.493 0.496 0.501 0.501
 0.503 0.5   0.505 0.505 0.507 0.508 0.509 0.508 0.509 0.512 0.511 0.511
 0.513 0.513 0.514 0.514 0.517 0.518 0.517 0.519 0.52  0.521 0.521 0.522
 0.523 0.523 0.521 0.521 0.521]","[0.802 0.804 0.804 0.805 0.806 0.805 0.806 0.805 0.806 0.805 0.804 0.805
 0.806 0.806 0.807 0.806 0.807 0.807 0.808 0.808 0.808 0.809 0.809 0.808
 0.809 0.809 0.81  0.809 0.809 0.809 0.808 0.808 0.808 0.808 0.808 0.808
 0.808 0.809 0.809 0.809 0.81 ]",Entangled
2,18.0,3.0,"[0.822 0.822 0.823 0.824 0.825 0.826 0.826 0.827 0.827 0.827 0.827 0.828
 0.828 0.828 0.829 0.829 0.829 0.829 0.829 0.83  0.83  0.83  0.83  0.831
 0.83  0.83  0.83  0.831 0.831 0.831 0.831 0.831 0.832 0.831 0.831 0.831
 0.832 0.832 0.832 0.832 0.832 0.833 0.833 0.833]","[0.806 0.807 0.807 0.808 0.809 0.809 0.809 0.81  0.81  0.811 0.81  0.811
 0.811 0.811 0.812 0.812 0.812 0.812 0.813 0.813 0.813 0.813 0.813 0.813
 0.814 0.814 0.814 0.814 0.814 0.815 0.815 0.815 0.815 0.815 0.816 0.816
 0.816 0.816 0.816 0.816 0.816 0.816 0.816 0.817]",Unique
2,18.0,3.0,"[0.439 0.446 0.454 0.459 0.464 0.469 0.474 0.476 0.48  0.484 0.485 0.487
 0.489 0.491 0.492 0.494 0.495 0.497 0.498 0.499 0.5   0.501 0.502 0.502
 0.502 0.503 0.503 0.503 0.504 0.504 0.505 0.506 0.507 0.507 0.508 0.508
 0.509 0.509 0.509 0.51  0.511 0.511 0.512 0.512]","[0.827 0.828 0.83  0.831 0.83  0.832 0.832 0.833 0.834 0.832 0.834 0.834
 0.834 0.833 0.832 0.832 0.832 0.832 0.832 0.832 0.83  0.831 0.831 0.831
 0.831 0.831 0.831 0.83  0.832 0.832 0.832 0.832 0.831 0.831 0.831 0.831
 0.83  0.83  0.831 0.831 0.831 0.832 0.832 0.831]",Local
2,18.0,3.0,"[0.441 0.446 0.458 0.462 0.468 0.471 0.478 0.48  0.485 0.489 0.492 0.493
 0.496 0.496 0.498 0.499 0.501 0.502 0.501 0.502 0.501 0.501 0.501 0.501
 0.503 0.503 0.504 0.504 0.505 0.505 0.505 0.507 0.507 0.507 0.508 0.508
 0.508 0.508 0.51  0.509 0.51  0.51  0.51  0.511]","[0.816 0.817 0.817 0.819 0.819 0.818 0.819 0.819 0.819 0.818 0.819 0.819
 0.819 0.82  0.82  0.82  0.82  0.819 0.818 0.817 0.818 0.818 0.818 0.818
 0.818 0.818 0.818 0.817 0.817 0.818 0.818 0.819 0.819 0.819 0.819 0.819
 0.819 0.819 0.818 0.818 0.819 0.819 0.819 0.819]",Entangled
3,19.0,3.0,"[0.83  0.831 0.831 0.832 0.833 0.833 0.834 0.834 0.835 0.835 0.835 0.835
 0.835 0.836 0.837 0.837 0.837 0.837 0.837 0.837 0.837 0.838 0.838 0.838
 0.838 0.839 0.839 0.839 0.839 0.839 0.84  0.839 0.84  0.84  0.84  0.84
 0.84  0.84  0.841 0.841 0.841 0.841 0.841 0.841 0.842 0.842 0.841]","[0.805 0.807 0.808 0.809 0.808 0.81  0.811 0.811 0.811 0.812 0.812 0.813
 0.813 0.813 0.814 0.814 0.815 0.814 0.815 0.815 0.815 0.816 0.816 0.816
 0.816 0.817 0.816 0.817 0.817 0.816 0.817 0.817 0.817 0.817 0.817 0.817
 0.817 0.818 0.818 0.819 0.818 0.818 0.819 0.819 0.819 0.819 0.82 ]",Unique
3,19.0,3.0,"[0.446 0.453 0.458 0.465 0.47  0.474 0.479 0.484 0.488 0.49  0.491 0.494
 0.495 0.496 0.498 0.5   0.501 0.502 0.503 0.505 0.506 0.507 0.508 0.509
 0.509 0.51  0.511 0.512 0.513 0.513 0.514 0.514 0.515 0.515 0.516 0.516
 0.517 0.518 0.519 0.519 0.52  0.52  0.521 0.522 0.523 0.523 0.523]","[0.837 0.838 0.839 0.84  0.84  0.84  0.84  0.841 0.841 0.841 0.84  0.84
 0.842 0.841 0.842 0.843 0.842 0.841 0.842 0.842 0.842 0.842 0.842 0.844
 0.844 0.843 0.843 0.842 0.841 0.842 0.843 0.842 0.842 0.842 0.842 0.842
 0.842 0.843 0.842 0.843 0.842 0.842 0.842 0.842 0.843 0.844 0.843]",Local
3,19.0,3.0,"[0.451 0.462 0.471 0.475 0.479 0.484 0.491 0.493 0.497 0.5   0.5   0.502
 0.502 0.504 0.505 0.505 0.506 0.507 0.508 0.508 0.508 0.508 0.509 0.51
 0.513 0.513 0.513 0.514 0.516 0.515 0.516 0.518 0.518 0.518 0.518 0.518
 0.518 0.52  0.52  0.519 0.52  0.52  0.52  0.519 0.521 0.52  0.521]","[0.813 0.815 0.816 0.819 0.82  0.822 0.821 0.821 0.822 0.823 0.823 0.824
 0.824 0.824 0.824 0.824 0.823 0.823 0.823 0.823 0.823 0.822 0.823 0.823
 0.824 0.824 0.824 0.823 0.823 0.823 0.824 0.823 0.823 0.823 0.823 0.824
 0.826 0.826 0.826 0.826 0.826 0.826 0.825 0.825 0.825 0.825 0.825]",Entangled
4,20.0,3.0,"[0.834 0.836 0.836 0.837 0.838 0.838 0.838 0.838 0.839 0.839 0.839 0.839
 0.839 0.839 0.84  0.84  0.84  0.84  0.84  0.841 0.841 0.841 0.841 0.841
 0.841 0.841 0.841 0.841 0.841 0.842 0.842 0.842 0.842 0.842 0.842 0.843
 0.843 0.843 0.843 0.844 0.844 0.844 0.844 0.844 0.844 0.844 0.844 0.844
 0.844 0.844]","[0.817 0.818 0.819 0.82  0.821 0.821 0.822 0.823 0.823 0.823 0.823 0.824
 0.824 0.825 0.825 0.825 0.825 0.824 0.824 0.825 0.825 0.826 0.826 0.825
 0.826 0.826 0.827 0.827 0.827 0.827 0.827 0.828 0.828 0.828 0.828 0.828
 0.828 0.828 0.829 0.829 0.829 0.829 0.829 0.829 0.829 0.83  0.829 0.83
 0.83  0.83 ]",Unique
4,20.0,3.0,"[0.436 0.443 0.449 0.455 0.46  0.463 0.468 0.471 0.475 0.477 0.479 0.481
 0.483 0.485 0.487 0.488 0.49  0.491 0.493 0.493 0.495 0.496 0.497 0.498
 0.499 0.5   0.5   0.501 0.502 0.502 0.502 0.503 0.504 0.504 0.505 0.505
 0.506 0.506 0.507 0.508 0.508 0.509 0.509 0.51  0.51  0.51  0.512 0.512
 0.512 0.512]","[0.84  0.842 0.842 0.843 0.842 0.843 0.844 0.844 0.845 0.843 0.842 0.843
 0.844 0.842 0.842 0.841 0.842 0.842 0.842 0.841 0.842 0.843 0.843 0.842
 0.843 0.843 0.843 0.843 0.843 0.843 0.843 0.843 0.843 0.843 0.843 0.842
 0.842 0.842 0.842 0.843 0.842 0.842 0.843 0.843 0.843 0.843 0.843 0.843
 0.843 0.844]",Local
4,20.0,3.0,"[0.442 0.45  0.46  0.464 0.47  0.472 0.479 0.482 0.485 0.487 0.491 0.493
 0.494 0.496 0.496 0.495 0.498 0.498 0.498 0.498 0.499 0.5   0.502 0.502
 0.502 0.503 0.505 0.507 0.507 0.508 0.507 0.507 0.506 0.507 0.506 0.508
 0.508 0.508 0.51  0.509 0.509 0.51  0.51  0.51  0.509 0.511 0.512 0.512
 0.512 0.511]","[0.824 0.826 0.826 0.826 0.827 0.827 0.828 0.828 0.828 0.827 0.827 0.826
 0.827 0.828 0.828 0.829 0.83  0.829 0.828 0.828 0.83  0.829 0.829 0.829
 0.829 0.828 0.829 0.828 0.828 0.829 0.828 0.829 0.829 0.828 0.829 0.829
 0.829 0.828 0.829 0.829 0.829 0.829 0.829 0.829 0.829 0.829 0.828 0.828
 0.828 0.828]",Entangled
5,21.0,3.0,"[0.838 0.839 0.841 0.841 0.842 0.842 0.843 0.844 0.844 0.844 0.844 0.845
 0.845 0.845 0.846 0.846 0.846 0.846 0.846 0.846 0.846 0.847 0.847 0.847
 0.846 0.847 0.846 0.847 0.847 0.847 0.848 0.848 0.848 0.848 0.849 0.849
 0.849 0.849 0.849 0.85  0.849 0.85  0.85  0.85  0.85  0.85  0.85  0.85
 0.85  0.85  0.851 0.851 0.851]","[0.823 0.824 0.825 0.826 0.826 0.827 0.828 0.828 0.828 0.829 0.828 0.828
 0.828 0.829 0.829 0.829 0.829 0.83  0.83  0.83  0.83  0.83  0.83  0.83
 0.83  0.83  0.831 0.83  0.831 0.831 0.831 0.832 0.832 0.832 0.832 0.832
 0.832 0.832 0.832 0.833 0.833 0.833 0.833 0.833 0.833 0.833 0.834 0.834
 0.834 0.834 0.834 0.834 0.834]",Unique
5,21.0,3.0,"[0.439 0.446 0.45  0.457 0.46  0.463 0.469 0.471 0.475 0.476 0.479 0.481
 0.483 0.484 0.486 0.488 0.49  0.49  0.492 0.493 0.495 0.496 0.497 0.498
 0.498 0.499 0.501 0.501 0.502 0.503 0.504 0.505 0.505 0.506 0.506 0.506
 0.508 0.508 0.509 0.509 0.509 0.51  0.51  0.511 0.511 0.511 0.512 0.512
 0.512 0.512 0.513 0.513 0.514]","[0.846 0.846 0.847 0.846 0.848 0.847 0.849 0.848 0.849 0.849 0.849 0.849
 0.849 0.848 0.849 0.848 0.849 0.849 0.85  0.849 0.85  0.849 0.847 0.847
 0.847 0.848 0.848 0.849 0.848 0.848 0.849 0.849 0.849 0.849 0.848 0.848
 0.85  0.849 0.849 0.849 0.849 0.85  0.85  0.85  0.85  0.85  0.85  0.85
 0.85  0.85  0.849 0.849 0.85 ]",Local
5,21.0,3.0,"[0.444 0.452 0.456 0.463 0.466 0.47  0.476 0.48  0.483 0.486 0.488 0.491
 0.492 0.494 0.496 0.496 0.498 0.5   0.5   0.501 0.5   0.501 0.502 0.502
 0.503 0.505 0.505 0.505 0.505 0.505 0.506 0.507 0.507 0.508 0.509 0.51
 0.512 0.511 0.511 0.509 0.513 0.512 0.514 0.514 0.515 0.514 0.514 0.513
 0.515 0.516 0.516 0.517 0.517]","[0.829 0.83  0.831 0.83  0.831 0.831 0.83  0.83  0.83  0.83  0.83  0.831
 0.831 0.831 0.83  0.83  0.829 0.829 0.829 0.829 0.83  0.83  0.83  0.83
 0.831 0.831 0.832 0.831 0.83  0.831 0.831 0.831 0.83  0.83  0.829 0.83
 0.83  0.83  0.829 0.829 0.83  0.83  0.829 0.829 0.829 0.829 0.828 0.827
 0.828 0.828 0.828 0.828 0.829]",Entangled
6,22.0,3.0,"[0.838 0.839 0.84  0.841 0.842 0.842 0.842 0.843 0.843 0.844 0.844 0.844
 0.844 0.844 0.845 0.845 0.845 0.845 0.845 0.845 0.845 0.846 0.846 0.846
 0.846 0.846 0.846 0.846 0.847 0.847 0.847 0.847 0.848 0.847 0.848 0.848
 0.848 0.848 0.848 0.848 0.848 0.849 0.849 0.849 0.849 0.849 0.849 0.849
 0.849 0.849 0.849 0.85  0.85  0.85  0.85  0.85 ]","[0.815 0.816 0.817 0.818 0.819 0.819 0.819 0.82  0.821 0.821 0.821 0.821
 0.821 0.821 0.821 0.822 0.822 0.822 0.823 0.823 0.823 0.823 0.823 0.823
 0.823 0.823 0.823 0.824 0.824 0.824 0.824 0.824 0.825 0.825 0.825 0.825
 0.825 0.826 0.825 0.825 0.825 0.826 0.826 0.826 0.826 0.826 0.826 0.827
 0.827 0.827 0.827 0.827 0.828 0.828 0.828 0.828]",Unique
6,22.0,3.0,"[0.434 0.442 0.45  0.457 0.461 0.462 0.466 0.467 0.471 0.472 0.475 0.476
 0.478 0.479 0.481 0.483 0.485 0.486 0.487 0.489 0.49  0.492 0.493 0.494
 0.494 0.495 0.496 0.496 0.497 0.498 0.499 0.5   0.501 0.501 0.502 0.502
 0.502 0.503 0.504 0.504 0.505 0.506 0.507 0.507 0.508 0.508 0.509 0.509
 0.509 0.509 0.51  0.51  0.51  0.511 0.511 0.512]","[0.845 0.846 0.848 0.848 0.849 0.85  0.851 0.851 0.851 0.852 0.851 0.851
 0.852 0.852 0.852 0.852 0.852 0.852 0.851 0.851 0.85  0.85  0.851 0.851
 0.85  0.851 0.85  0.85  0.851 0.851 0.852 0.851 0.851 0.851 0.852 0.851
 0.851 0.851 0.851 0.851 0.851 0.851 0.85  0.851 0.851 0.851 0.85  0.85
 0.85  0.85  0.851 0.851 0.851 0.851 0.851 0.851]",Local
6,22.0,3.0,"[0.438 0.445 0.454 0.462 0.464 0.467 0.468 0.472 0.475 0.48  0.483 0.485
 0.487 0.487 0.49  0.492 0.492 0.494 0.498 0.497 0.498 0.5   0.5   0.501
 0.5   0.501 0.501 0.504 0.504 0.504 0.505 0.505 0.506 0.506 0.504 0.504
 0.505 0.505 0.505 0.504 0.505 0.506 0.505 0.506 0.506 0.507 0.508 0.508
 0.509 0.508 0.508 0.509 0.508 0.508 0.511 0.51 ]","[0.819 0.82  0.822 0.822 0.823 0.822 0.822 0.824 0.823 0.824 0.824 0.823
 0.823 0.822 0.823 0.823 0.822 0.822 0.823 0.823 0.823 0.823 0.823 0.824
 0.823 0.823 0.824 0.824 0.823 0.824 0.823 0.823 0.823 0.823 0.824 0.825
 0.825 0.825 0.824 0.824 0.825 0.825 0.824 0.825 0.825 0.824 0.823 0.824
 0.823 0.823 0.823 0.823 0.824 0.823 0.823 0.824]",Entangled
7,23.0,3.0,"[0.839 0.84  0.842 0.843 0.844 0.845 0.844 0.845 0.845 0.846 0.846 0.846
 0.847 0.847 0.847 0.847 0.848 0.848 0.848 0.848 0.849 0.849 0.849 0.849
 0.849 0.849 0.85  0.85  0.85  0.85  0.85  0.85  0.85  0.85  0.85  0.851
 0.851 0.851 0.851 0.851 0.851 0.851 0.851 0.852 0.852 0.852 0.852 0.852
 0.852 0.852 0.853 0.853 0.853 0.853 0.853 0.853 0.854 0.854 0.854]","[0.824 0.825 0.826 0.827 0.828 0.827 0.828 0.828 0.829 0.83  0.83  0.83
 0.831 0.831 0.832 0.832 0.833 0.833 0.833 0.833 0.833 0.833 0.834 0.833
 0.834 0.834 0.834 0.834 0.834 0.834 0.835 0.835 0.835 0.835 0.835 0.835
 0.835 0.836 0.835 0.836 0.836 0.836 0.837 0.836 0.837 0.837 0.837 0.837
 0.838 0.838 0.838 0.838 0.838 0.838 0.838 0.838 0.838 0.838 0.838]",Unique
7,23.0,3.0,"[0.434 0.443 0.45  0.455 0.459 0.461 0.467 0.469 0.472 0.474 0.475 0.476
 0.478 0.479 0.48  0.482 0.484 0.485 0.486 0.487 0.489 0.49  0.49  0.491
 0.491 0.492 0.493 0.493 0.494 0.494 0.495 0.496 0.497 0.497 0.498 0.499
 0.499 0.5   0.5   0.501 0.501 0.501 0.502 0.502 0.502 0.503 0.504 0.504
 0.505 0.505 0.505 0.506 0.507 0.507 0.508 0.508 0.508 0.509 0.509]","[0.847 0.848 0.847 0.848 0.848 0.848 0.848 0.848 0.849 0.849 0.848 0.85
 0.85  0.85  0.849 0.849 0.849 0.849 0.848 0.849 0.848 0.849 0.849 0.85
 0.849 0.85  0.85  0.85  0.85  0.85  0.851 0.851 0.851 0.851 0.85  0.85
 0.85  0.849 0.849 0.849 0.849 0.85  0.85  0.85  0.85  0.85  0.851 0.85
 0.85  0.851 0.85  0.85  0.85  0.85  0.85  0.85  0.85  0.849 0.849]",Local
7,23.0,3.0,"[0.433 0.441 0.449 0.457 0.462 0.465 0.472 0.473 0.477 0.478 0.479 0.481
 0.48  0.481 0.482 0.484 0.487 0.49  0.489 0.491 0.493 0.493 0.496 0.496
 0.496 0.496 0.499 0.498 0.497 0.498 0.501 0.5   0.501 0.5   0.499 0.499
 0.5   0.5   0.501 0.501 0.5   0.502 0.501 0.501 0.501 0.501 0.503 0.503
 0.503 0.504 0.504 0.505 0.505 0.505 0.504 0.503 0.502 0.502 0.502]","[0.833 0.834 0.835 0.836 0.836 0.835 0.836 0.836 0.837 0.838 0.837 0.837
 0.837 0.837 0.837 0.836 0.837 0.837 0.837 0.836 0.836 0.836 0.835 0.835
 0.836 0.835 0.835 0.835 0.836 0.836 0.836 0.836 0.837 0.836 0.836 0.836
 0.836 0.836 0.837 0.837 0.836 0.836 0.837 0.836 0.837 0.836 0.836 0.836
 0.836 0.835 0.836 0.836 0.836 0.836 0.836 0.836 0.835 0.836 0.836]",Entangled
8,24.0,3.0,"[0.838 0.839 0.841 0.842 0.843 0.843 0.844 0.844 0.844 0.844 0.844 0.845
 0.845 0.845 0.845 0.845 0.845 0.846 0.846 0.846 0.846 0.846 0.846 0.846
 0.846 0.847 0.847 0.847 0.847 0.847 0.847 0.847 0.847 0.848 0.848 0.849
 0.849 0.849 0.849 0.849 0.849 0.849 0.849 0.849 0.849 0.85  0.85  0.85
 0.85  0.85  0.85  0.85  0.85  0.851 0.851 0.851 0.851 0.851 0.852 0.852
 0.852 0.852]","[0.795 0.797 0.798 0.799 0.8   0.802 0.803 0.803 0.803 0.804 0.804 0.804
 0.805 0.805 0.806 0.806 0.806 0.806 0.807 0.806 0.807 0.807 0.808 0.808
 0.808 0.808 0.808 0.808 0.809 0.809 0.809 0.809 0.809 0.81  0.81  0.81
 0.81  0.81  0.81  0.811 0.811 0.811 0.811 0.811 0.811 0.811 0.811 0.811
 0.811 0.811 0.812 0.812 0.812 0.812 0.813 0.813 0.813 0.813 0.813 0.813
 0.813 0.813]",Unique
8,24.0,3.0,"[0.429 0.436 0.442 0.448 0.452 0.455 0.46  0.461 0.463 0.465 0.466 0.468
 0.47  0.471 0.473 0.475 0.476 0.477 0.479 0.479 0.481 0.483 0.484 0.484
 0.485 0.487 0.487 0.487 0.487 0.488 0.488 0.489 0.489 0.489 0.49  0.491
 0.492 0.493 0.494 0.494 0.495 0.495 0.494 0.495 0.496 0.496 0.496 0.497
 0.497 0.497 0.499 0.499 0.499 0.5   0.5   0.5   0.5   0.501 0.501 0.501
 0.502 0.503]","[0.848 0.848 0.848 0.849 0.847 0.848 0.848 0.847 0.849 0.849 0.849 0.85
 0.85  0.85  0.849 0.848 0.848 0.848 0.848 0.848 0.848 0.848 0.849 0.849
 0.848 0.849 0.849 0.85  0.848 0.848 0.847 0.847 0.847 0.847 0.847 0.846
 0.847 0.848 0.847 0.847 0.847 0.847 0.847 0.847 0.847 0.846 0.846 0.846
 0.846 0.846 0.846 0.847 0.848 0.847 0.848 0.847 0.847 0.846 0.847 0.848
 0.848 0.847]",Local
